,Source,Target,book,chapter
0,Milva,Geralt,4,1
1,Geralt,Meve,4,1
2,Meve,Geralt,4,1
3,Geralt,Milva,4,1
4,Milva,Meve,4,1
5,Ciri,Meve,4,1
6,Meve,Milva,4,1
7,Milva,Cahir,4,1
8,Cahir,Geralt,4,1
9,Milva,Roach,4,1
10,Roach,Milva,4,1
11,Geralt,King,4,1
12,Geralt,Ciri,4,1
13,Ciri,Geralt,4,1
14,Geralt,Forest,4,1
15,Geralt,Yennefer,4,1
16,Yennefer,Triss,4,1
17,Yennefer,Crach,4,1
18,Dandelion,Ciri,4,1
19,Milva,Dandelion,4,1
20,Cahir,Dandelion,4,1
21,Geralt,Dandelion,4,1
22,Dandelion,Cahir,4,1
23,Dandelion,Count,4,1
24,Count,Dandelion,4,1
25,Milva,Ciri,4,1
26,Ciri,Dandelion,4,1
27,Ciri,Milva,4,1
28,Dandelion,Milva,4,1
29,Ciri,Cahir,4,1
30,Calanthe,Ciri,4,1
31,Calanthe,Cahir,4,1
32,Vattier,Emhyr,4,1
33,Vattier,Cahir,4,1
34,Vattier,Ceallach,4,1
35,Cahir,Ceallach,4,1
36,Cahir,Vattier,4,1
37,Ceallach,Vattier,4,1
38,Vattier,Vilgefortz,4,1
39,Vattier,Rience,4,1
40,Rience,Vilgefortz,4,1
41,Vilgefortz,Vattier,4,1
42,Vilgefortz,Rience,4,1
43,Rience,Vattier,4,1
44,Ceallach,Rience,4,1
45,Ceallach,Meve,4,1
46,Meve,Rience,4,1
47,Meve,Cahir,4,1
48,Rience,Cahir,4,1
49,Vattier,Stefan,4,1
50,Rience,Stefan,4,1
51,Vattier,Carthia,4,1
52,Emhyr,Vattier,4,1
53,Stefan,Rience,4,1
54,Stefan,Vattier,4,1
55,Carthia,Vattier,4,1
56,Cahir,Forest,4,1
57,Cahir,Ciri,4,1
58,Forest,Ciri,4,1
59,Forest,Geralt,4,1
60,Geralt,Cahir,4,1
61,Dandelion,Geralt,4,1
