,Source,Target,book,chapter
0,Two,Yennefer,4,9
1,Yennefer,Crach,4,9
2,Yennefer,Vilgefortz,4,9
3,Crach,Ciri,4,9
4,Ciri,Crach,4,9
5,Fringilla,Philippa,4,9
6,Philippa,Crach,4,9
7,Crach,Yennefer,4,9
8,Crach,Calanthe,4,9
9,Yennefer,Calanthe,4,9
10,Yennefer,Ciri,4,9
11,Calanthe,Ciri,4,9
12,Ciri,Yennefer,4,9
13,Crach,Pavetta,4,9
14,Ciri,Pavetta,4,9
15,Ciri,Geralt,4,9
16,Pavetta,Yennefer,4,9
17,Pavetta,Geralt,4,9
18,Pavetta,Crach,4,9
19,Yennefer,Geralt,4,9
20,Geralt,Crach,4,9
21,Sigrdrifa,Crach,4,9
22,Sigrdrifa,Yennefer,4,9
23,Yennefer,Sigrdrifa,4,9
24,Sigrdrifa,Ciri,4,9
25,Ciri,Sigrdrifa,4,9
26,Geralt,Fringilla,4,9
27,Emhyr,Ciri,4,9
28,Emhyr,Vissegerd,4,9
29,Ciri,Vissegerd,4,9
30,Triss,Crach,4,9
31,Crach,Philippa,4,9
32,Triss,Yennefer,4,9
33,Triss,Ciri,4,9
34,Crach,Sigrdrifa,4,9
35,Sigrdrifa,Vilgefortz,4,9
36,Vilgefortz,Crach,4,9
37,Crach,Triss,4,9
38,Ciri,Triss,4,9
39,Ciri,Vilgefortz,4,9
40,Ciri,Vysogota,4,9
41,Vysogota,Ciri,4,9
42,Vysogota,Asse,4,9
43,Asse,Kelpie,4,9
44,Vissegerd,Geralt,4,9
45,Vissegerd,Dandelion,4,9
46,Geralt,Dandelion,4,9
47,Geralt,Vissegerd,4,9
48,Dandelion,Vissegerd,4,9
49,Vissegerd,Ciri,4,9
50,Yennefer,Hjalmar,4,9
51,Crach,Hjalmar,4,9
52,Yennefer,Pavetta,4,9
53,Hjalmar,Ciri,4,9
54,Hjalmar,Pavetta,4,9
55,Calanthe,Radovid,4,9
56,Calanthe,Hjalmar,4,9
57,Ciri,Radovid,4,9
58,Ciri,Calanthe,4,9
59,Ciri,Hjalmar,4,9
60,Radovid,Calanthe,4,9
61,Radovid,Ciri,4,9
62,Radovid,Hjalmar,4,9
63,Hjalmar,Crach,4,9
64,Hjalmar,Yennefer,4,9
65,Yennefer,Philippa,4,9
66,Philippa,Yennefer,4,9
67,Philippa,Ciri,4,9
68,Philippa,Vilgefortz,4,9
69,Vilgefortz,Philippa,4,9
70,Yennefer,Triss,4,9
71,Triss,Geralt,4,9
72,Crach,Two,4,9
