,Source,Target,book,chapter
0,Asse,Falka,4,2
1,Falka,Asse,4,2
2,Kayleigh,Falka,4,2
3,Emhyr,Mistle,4,2
4,Mistle,Falka,4,2
5,Falka,Kayleigh,4,2
6,Falka,Ciri,4,2
7,Falka,Baron,4,2
8,Ciri,Baron,4,2
9,Baron,Ciri,4,2
10,Ciri,Falka,4,2
11,Baron,Asse,4,2
12,Mistle,Ciri,4,2
13,Mistle,Asse,4,2
14,Ciri,Asse,4,2
15,Kayleigh,Mistle,4,2
16,Kayleigh,Asse,4,2
17,Ciri,Mistle,4,2
18,Kayleigh,Emhyr,4,2
19,Emhyr,Ciri,4,2
20,Ciri,Calanthe,4,2
21,Calanthe,Ciri,4,2
22,Calanthe,Falka,4,2
23,Ciri,Emhyr,4,2
24,Falka,Emhyr,4,2
25,Asse,Kayleigh,4,2
26,Baron,Vysogota,4,2
27,Ciri,Vysogota,4,2
28,Vysogota,Ciri,4,2
29,Falka,Mistle,4,2
30,Yennefer,Ciri,4,2
31,Ciri,Kelpie,4,2
32,Kelpie,Ciri,4,2
33,Mistle,Vysogota,4,2
34,Mistle,Kayleigh,4,2
