,Source,Target,book,chapter
0,Ciri,Kelpie,5,5
1,Kelpie,Ciri,5,5
2,Kelpie,Vesemir,5,5
3,Vesemir,Ciri,5,5
4,Eredin,Ciri,5,5
5,Ciri,Eredin,5,5
6,Ciri,Aen,5,5
7,Aen,Eredin,5,5
8,Ciri,Auberon,5,5
9,Auberon,Aen,5,5
10,Auberon,King,5,5
11,Aen,Auberon,5,5
12,Aen,King,5,5
13,Auberon,Eredin,5,5
14,Eredin,Auberon,5,5
15,Auberon,Ciri,5,5
16,Aen,Ciri,5,5
17,King,Ciri,5,5
18,Auberon,Geralt,5,5
19,Ciri,King,5,5
20,Vysogota,Ciri,5,5
21,Vysogota,Yennefer,5,5
22,Yennefer,Geralt,5,5
23,Ciri,Vysogota,5,5
24,Vysogota,Geralt,5,5
25,Kelpie,Aen,5,5
26,Kelpie,Eredin,5,5
27,Eredin,Kelpie,5,5
28,Ciri,Anna,5,5
29,Anna,Eredin,5,5
30,Anna,Ciri,5,5
31,King,Kayleigh,5,5
32,Kayleigh,King,5,5
33,Kayleigh,Ciri,5,5
34,Geralt,Ciri,5,5
35,Eredin,Vysogota,5,5
36,Ciri,Little,5,5
37,Ciri,Ihuarraquax,5,5
38,Little,Ihuarraquax,5,5
39,Little,Ciri,5,5
40,Ihuarraquax,Ciri,5,5
41,Ihuarraquax,Little,5,5
42,Kelpie,Little,5,5
43,Ihuarraquax,Kelpie,5,5
44,King,Menno,5,5
