,Source,Target,book,chapter
0,Yennefer,Dandelion,2,4
1,Dandelion,Ciri,2,4
2,Ciri,Yennefer,2,4
3,Ciri,Geralt,2,4
4,Yennefer,Geralt,2,4
5,Geralt,Ciri,2,4
6,Geralt,Dandelion,2,4
7,Ciri,Dandelion,2,4
8,Falka,Pavetta,2,4
9,Falka,Ithlinne,2,4
10,Pavetta,Falka,2,4
11,Pavetta,Ithlinne,2,4
12,Ithlinne,Falka,2,4
13,Falka,Codringher,2,4
14,Codringher,Falka,2,4
15,Falka,Geralt,2,4
16,Geralt,Rience,2,4
17,Rience,Emhyr,2,4
18,Codringher,Rience,2,4
19,Rience,Codringher,2,4
20,Yennefer,Ciri,2,4
21,Artaud,Keira,2,4
22,Artaud,Geralt,2,4
23,Keira,Geralt,2,4
24,Geralt,Keira,2,4
25,Keira,Yennefer,2,4
26,Geralt,Yennefer,2,4
27,Yennefer,Philippa,2,4
28,Philippa,Keira,2,4
29,Geralt,Lydia,2,4
30,Lydia,Sabrina,2,4
31,Sabrina,Triss,2,4
32,Sabrina,Lydia,2,4
33,Triss,Lydia,2,4
34,Triss,Vilgefortz,2,4
35,Lydia,Vilgefortz,2,4
36,Philippa,Marti,2,4
37,Lydia,Tissaia,2,4
38,Lydia,Geralt,2,4
39,Tissaia,Geralt,2,4
40,Tissaia,Lydia,2,4
41,Geralt,Tissaia,2,4
42,Geralt,Artaud,2,4
43,Tissaia,Artaud,2,4
44,Tissaia,Philippa,2,4
45,Lydia,Artaud,2,4
46,Lydia,Philippa,2,4
47,Artaud,Philippa,2,4
48,Philippa,Geralt,2,4
49,Yennefer,Triss,2,4
50,Philippa,Triss,2,4
51,Philippa,Tissaia,2,4
52,Triss,Keira,2,4
53,Triss,Tissaia,2,4
54,Keira,Tissaia,2,4
55,Tissaia,Francesca,2,4
56,Sigismund,Voymir,2,4
57,Vilgefortz,Yennefer,2,4
58,Yennefer,Vilgefortz,2,4
59,Philippa,King,2,4
60,Marti,Sabrina,2,4
61,Sabrina,Yennefer,2,4
62,Dorregaray,Geralt,2,4
63,Geralt,Dorregaray,2,4
64,Dorregaray,Marti,2,4
65,Dorregaray,Carduin,2,4
66,Marti,Carduin,2,4
67,Marti,Philippa,2,4
68,Carduin,Philippa,2,4
69,Philippa,Carduin,2,4
70,Carduin,Tissaia,2,4
71,Tissaia,Vilgefortz,2,4
72,Francesca,Vilgefortz,2,4
73,Francesca,Marti,2,4
74,Francesca,Dorregaray,2,4
75,Vilgefortz,Marti,2,4
76,Vilgefortz,Dorregaray,2,4
77,Vilgefortz,Carduin,2,4
78,Marti,Dorregaray,2,4
79,Carduin,Marti,2,4
80,Yennefer,Keira,2,4
81,Vilgefortz,Geralt,2,4
82,Keira,Vilgefortz,2,4
83,Yennefer,Tissaia,2,4
84,Philippa,Sabrina,2,4
85,Philippa,Demavend,2,4
86,Sabrina,Demavend,2,4
87,Sabrina,Tissaia,2,4
88,Demavend,Tissaia,2,4
89,Demavend,Philippa,2,4
90,Tissaia,Demavend,2,4
91,Esterad,Carduin,2,4
92,Esterad,Sabrina,2,4
93,Carduin,Sabrina,2,4
94,Sabrina,Emhyr,2,4
95,Emhyr,Vilgefortz,2,4
96,Vilgefortz,Francesca,2,4
97,Francesca,Emhyr,2,4
98,Francesca,Philippa,2,4
99,Emhyr,Philippa,2,4
100,Philippa,Lydia,2,4
101,Emhyr,Tissaia,2,4
102,Sabrina,Foltest,2,4
103,Sabrina,Philippa,2,4
104,Foltest,Philippa,2,4
105,Foltest,King,2,4
106,King,Tissaia,2,4
107,Tissaia,Yennefer,2,4
108,Philippa,Yennefer,2,4
109,Yennefer,Francesca,2,4
110,Francesca,Rience,2,4
111,Rience,Fercart,2,4
112,Rience,Vilgefortz,2,4
113,Fercart,Vilgefortz,2,4
114,Margarita,Yennefer,2,4
115,Margarita,Ciri,2,4
116,Ciri,Emhyr,2,4
117,Emhyr,Ciri,2,4
118,Ciri,Vilgefortz,2,4
119,Geralt,Vilgefortz,2,4
120,Vilgefortz,Emhyr,2,4
121,Emhyr,Geralt,2,4
122,Artaud,Emhyr,2,4
123,Artaud,Vilgefortz,2,4
124,Vilgefortz,Codringher,2,4
125,Emhyr,Codringher,2,4
126,Geralt,Triss,2,4
127,Triss,King,2,4
128,Geralt,Philippa,2,4
129,Tissaia,Triss,2,4
130,Triss,Philippa,2,4
131,Emhyr,Morvran,2,4
132,Emhyr,Jan,2,4
133,Morvran,Jan,2,4
