,Source,Target,book,chapter
0,Geralt,Yennefer,2,1
1,Yennefer,Geralt,2,1
2,Geralt,Ciri,2,1
3,Yennefer,Ciri,2,1
4,Ciri,Yennefer,2,1
5,Sabrina,Geralt,2,1
6,Geralt,Sabrina,2,1
7,Yennefer,Sabrina,2,1
8,Sabrina,Henselt,2,1
9,Henselt,Sabrina,2,1
10,Geralt,Philippa,2,1
11,Yennefer,Philippa,2,1
12,Philippa,Sabrina,2,1
13,Sabrina,Yennefer,2,1
14,Yennefer,Henselt,2,1
15,Henselt,Yennefer,2,1
16,Philippa,Triss,2,1
17,Triss,Philippa,2,1
18,Triss,Yennefer,2,1
19,Philippa,Yennefer,2,1
20,Yennefer,Triss,2,1
21,Triss,Geralt,2,1
22,Geralt,Triss,2,1
23,Geralt,Esterad,2,1
24,Triss,Esterad,2,1
25,Geralt,Vilgefortz,2,1
26,Geralt,Francesca,2,1
27,Vilgefortz,Francesca,2,1
28,Philippa,Geralt,2,1
29,Geralt,Count,2,1
30,Two,King,2,1
31,Francesca,Sabrina,2,1
32,Marti,Sabrina,2,1
33,Sabrina,Marti,2,1
34,Marti,Geralt,2,1
35,Geralt,Dorregaray,2,1
36,Yennefer,Dorregaray,2,1
37,Dorregaray,Geralt,2,1
38,Sabrina,Dorregaray,2,1
39,Philippa,Dorregaray,2,1
40,Dorregaray,Sabrina,2,1
41,Sabrina,Ethain,2,1
42,Ethain,Sabrina,2,1
43,Ethain,Henselt,2,1
44,Henselt,Marti,2,1
45,Yennefer,Keira,2,1
46,Keira,Sabrina,2,1
47,Sabrina,Keira,2,1
48,Keira,Marti,2,1
49,Keira,Philippa,2,1
50,Marti,Philippa,2,1
51,Philippa,Keira,2,1
52,Philippa,Marti,2,1
53,Yennefer,Vilgefortz,2,1
54,Yennefer,Artaud,2,1
55,Yennefer,Francesca,2,1
56,Yennefer,Tissaia,2,1
57,Artaud,Yennefer,2,1
58,Artaud,Francesca,2,1
59,Artaud,Tissaia,2,1
60,Francesca,Tissaia,2,1
61,Tissaia,Vilgefortz,2,1
62,Tissaia,Geralt,2,1
63,Vilgefortz,Geralt,2,1
64,Vilgefortz,Yennefer,2,1
65,Vilgefortz,Tissaia,2,1
66,Lydia,Vilgefortz,2,1
67,Geralt,Lydia,2,1
68,Vilgefortz,Raffard,2,1
69,Herbert,Raffard,2,1
70,Leticia,Tissaia,2,1
71,Leticia,Lydia,2,1
72,Tissaia,Lydia,2,1
73,Lydia,Geralt,2,1
74,Lydia,Falka,2,1
75,Geralt,Falka,2,1
76,Aen,Lydia,2,1
77,Lydia,Ciri,2,1
78,Ciri,Lydia,2,1
79,Yennefer,Lydia,2,1
80,Vilgefortz,Ciri,2,1
81,Vilgefortz,Codringher,2,1
82,Ciri,Triss,2,1
