,Source,Target,book,chapter
0,Emiel,Percival,0,4
1,Percival,Zoltan,0,4
2,Zoltan,Field,0,4
3,Zoltan,Milva,0,4
4,Field,Milva,0,4
5,Field,Geralt,0,4
6,Milva,Geralt,0,4
7,Geralt,Zoltan,0,4
8,Milva,Zoltan,0,4
9,Zoltan,Geralt,0,4
10,Milva,Dandelion,0,4
11,Dandelion,Milva,0,4
12,Zoltan,Dandelion,0,4
13,Geralt,Emiel,0,4
14,Emiel,Geralt,0,4
15,Zoltan,Percival,0,4
16,Zoltan,Munro,0,4
17,Munro,Geralt,0,4
18,Munro,Dandelion,0,4
19,Munro,Milva,0,4
20,Geralt,Dandelion,0,4
21,Geralt,Milva,0,4
22,Milva,Percival,0,4
23,Two,Dandelion,0,4
24,Two,Zoltan,0,4
25,Dandelion,Zoltan,0,4
26,Dandelion,Percival,0,4
27,Percival,Dandelion,0,4
28,Dandelion,Munro,0,4
29,Dandelion,Field,0,4
30,Milva,Field,0,4
31,Field,Zoltan,0,4
32,Dandelion,Count,0,4
33,Percival,Sir,0,4
34,Geralt,Count,0,4
35,Count,Dandelion,0,4
36,Field,Percival,0,4
37,Field,Sir,0,4
38,Sir,Percival,0,4
39,Sir,Zoltan,0,4
40,Zoltan,Emiel,0,4
41,Emiel,Zoltan,0,4
42,Dandelion,Geralt,0,4
43,Geralt,Kayleigh,0,4
44,Mistle,Ciri,0,4
45,Ciri,Dandelion,0,4
46,Dandelion,Aubry,0,4
47,Dandelion,Sir,0,4
48,Aubry,Sir,0,4
49,Aubry,Geralt,0,4
50,Aubry,Dandelion,0,4
51,Sir,Geralt,0,4
52,Sir,Dandelion,0,4
53,Dandelion,Emhyr,0,4
54,Daniel,Dandelion,0,4
55,Count,Foltest,0,4
56,Count,Geralt,0,4
57,Foltest,Geralt,0,4
58,Foltest,Count,0,4
59,Calanthe,Pavetta,0,4
60,Calanthe,Geralt,0,4
61,Pavetta,Geralt,0,4
62,Ciri,Count,0,4
63,Count,Daniel,0,4
64,Geralt,Emhyr,0,4
65,Dandelion,Daniel,0,4
66,Dandelion,Calanthe,0,4
67,Daniel,Calanthe,0,4
68,Daniel,Emhyr,0,4
69,Calanthe,Emhyr,0,4
70,Emhyr,Calanthe,0,4
71,Vissegerd,Foltest,0,4
72,Vissegerd,Daniel,0,4
73,Foltest,Daniel,0,4
74,Foltest,Vissegerd,0,4
75,Daniel,Vissegerd,0,4
76,Vissegerd,Geralt,0,4
77,Geralt,Vissegerd,0,4
78,Dandelion,Vissegerd,0,4
79,Vissegerd,Count,0,4
80,Count,Vissegerd,0,4
81,Count,Sir,0,4
82,Vissegerd,Sir,0,4
83,Sir,Vissegerd,0,4
84,Vreemde,Morteisen,0,4
