,Source,Target,book,chapter
0,Ciri,Mistle,3,6
1,Mistle,Ciri,3,6
2,Mistle,Falka,3,6
3,Falka,Ciri,3,6
4,Vattier,Ida,3,6
5,Ida,Francesca,3,6
6,Ida,Henselt,3,6
7,Francesca,Henselt,3,6
8,Francesca,Philippa,3,6
9,Francesca,Ida,3,6
10,Philippa,Ida,3,6
11,Margarita,Philippa,3,6
12,Margarita,Sabrina,3,6
13,Margarita,Ida,3,6
14,Margarita,Ithlinne,3,6
15,Philippa,Sabrina,3,6
16,Philippa,Ithlinne,3,6
17,Sabrina,Ida,3,6
18,Sabrina,Ithlinne,3,6
19,Ida,Ithlinne,3,6
20,Ithlinne,Francesca,3,6
21,Francesca,Yennefer,3,6
22,Yennefer,Francesca,3,6
23,Francesca,Ciri,3,6
24,Ciri,Yennefer,3,6
25,Ciri,Francesca,3,6
26,Yennefer,Vilgefortz,3,6
27,Yennefer,Tissaia,3,6
28,Francesca,Vilgefortz,3,6
29,Francesca,Tissaia,3,6
30,Vilgefortz,Tissaia,3,6
31,Vilgefortz,Francesca,3,6
32,Tissaia,Francesca,3,6
33,Tissaia,Rience,3,6
34,Francesca,Rience,3,6
35,Rience,Yennefer,3,6
36,Rience,Geralt,3,6
37,Yennefer,Geralt,3,6
38,Geralt,Francesca,3,6
39,Francesca,Keira,3,6
40,Keira,Ciri,3,6
41,Ciri,Vilgefortz,3,6
42,Vilgefortz,Yennefer,3,6
43,Yennefer,Triss,3,6
44,Francesca,Triss,3,6
45,Yennefer,Philippa,3,6
46,Yennefer,Ciri,3,6
47,Ciri,Philippa,3,6
48,Philippa,Ciri,3,6
49,Ciri,Fringilla,3,6
50,Assire,Fringilla,3,6
51,Assire,Philippa,3,6
52,Fringilla,Philippa,3,6
53,Philippa,Fringilla,3,6
54,Philippa,Triss,3,6
55,Fringilla,Triss,3,6
56,Triss,Philippa,3,6
57,Sabrina,Philippa,3,6
58,Sabrina,Fringilla,3,6
59,Philippa,Keira,3,6
60,Fringilla,Sabrina,3,6
61,Fringilla,Keira,3,6
62,Sabrina,Keira,3,6
63,Sabrina,Triss,3,6
64,Keira,Triss,3,6
65,Yennefer,Keira,3,6
66,Keira,Philippa,3,6
67,Keira,Fringilla,3,6
68,Keira,Ida,3,6
69,Triss,Fringilla,3,6
70,Triss,Ida,3,6
71,Triss,Blue,3,6
72,Philippa,Blue,3,6
73,Philippa,Aen,3,6
74,Fringilla,Ida,3,6
75,Fringilla,Blue,3,6
76,Fringilla,Aen,3,6
77,Ida,Blue,3,6
78,Ida,Aen,3,6
79,Blue,Aen,3,6
80,Blue,Ida,3,6
81,Aen,Ida,3,6
82,Aen,Fringilla,3,6
83,Ida,Fringilla,3,6
84,Fringilla,Yennefer,3,6
85,Yennefer,Fringilla,3,6
86,Philippa,Yennefer,3,6
87,Ciri,Iskra,3,6
88,Iskra,Ciri,3,6
89,Ciri,Asse,3,6
90,Asse,Ciri,3,6
91,Ciri,Kayleigh,3,6
92,Iskra,Kayleigh,3,6
93,Falka,Mistle,3,6
94,Baron,Philippa,3,6
95,Philippa,Assire,3,6
96,Fringilla,Assire,3,6
97,Fringilla,Ciri,3,6
98,Assire,Ciri,3,6
99,Assire,Yennefer,3,6
100,Yennefer,Assire,3,6
101,Triss,Assire,3,6
102,Assire,Rience,3,6
103,Rience,Ciri,3,6
104,Ciri,Tissaia,3,6
105,Tissaia,Ida,3,6
106,Ida,Sabrina,3,6
107,Ida,Assire,3,6
108,Ida,Philippa,3,6
109,Assire,Francesca,3,6
110,Philippa,Francesca,3,6
111,Keira,Francesca,3,6
112,Francesca,Falka,3,6
113,Falka,Sabrina,3,6
114,Falka,Assire,3,6
115,Falka,Francesca,3,6
116,Sabrina,Assire,3,6
117,Sabrina,Francesca,3,6
118,Sabrina,Falka,3,6
119,Assire,Falka,3,6
120,Falka,Yennefer,3,6
121,Philippa,Falka,3,6
122,Falka,Anna,3,6
123,Ciri,Anna,3,6
124,Anna,Francesca,3,6
125,Sabrina,Adalia,3,6
126,Adalia,Assire,3,6
127,Francesca,Assire,3,6
128,Francesca,Adalia,3,6
129,Assire,Adalia,3,6
130,Adalia,Yennefer,3,6
131,Adalia,Calanthe,3,6
132,Adalia,Margarita,3,6
133,Adalia,Anna,3,6
134,Calanthe,Margarita,3,6
135,Calanthe,Anna,3,6
136,Margarita,Anna,3,6
137,Margarita,Assire,3,6
138,Anna,Assire,3,6
139,Ciri,Geralt,3,6
140,Geralt,Fringilla,3,6
141,Ciri,Sabrina,3,6
142,Triss,Emhyr,3,6
143,Emhyr,Keira,3,6
144,Philippa,Emhyr,3,6
145,Emhyr,Assire,3,6
146,Emhyr,Yennefer,3,6
147,Assire,Triss,3,6
148,Triss,Yennefer,3,6
149,Count,Sir,3,6
150,Vilgefortz,Sir,3,6
151,Vilgefortz,Ida,3,6
152,Ida,Yennefer,3,6
153,Ida,Margarita,3,6
154,Ida,Ciri,3,6
155,Yennefer,Margarita,3,6
156,Yennefer,Sabrina,3,6
157,Margarita,Ciri,3,6
158,Margarita,Vilgefortz,3,6
159,Sabrina,Vilgefortz,3,6
160,Triss,Geralt,3,6
161,Geralt,Yennefer,3,6
162,Sabrina,Yennefer,3,6
163,Sabrina,Ciri,3,6
164,Ciri,Assire,3,6
165,Fringilla,Two,3,6
