,Source,Target,book,chapter
0,Milva,Geralt,0,7
1,Geralt,Yennefer,0,7
2,Yennefer,Vilgefortz,0,7
3,Yennefer,Ciri,0,7
4,Vilgefortz,Ciri,0,7
5,Geralt,Forest,0,7
6,Emiel,Roach,0,7
7,Roach,Cahir,0,7
8,Geralt,Milva,0,7
9,Geralt,Dandelion,0,7
10,Geralt,Ciri,0,7
11,Milva,Dandelion,0,7
12,Milva,Ciri,0,7
13,Dandelion,Ciri,0,7
14,Yennefer,Geralt,0,7
15,Dandelion,Vissegerd,0,7
16,Dandelion,Milva,0,7
17,Dandelion,Cahir,0,7
18,Milva,Cahir,0,7
19,Cahir,Geralt,0,7
20,Geralt,Cahir,0,7
21,Cahir,Milva,0,7
22,Cahir,Dandelion,0,7
23,Dandelion,Geralt,0,7
24,Geralt,Blue,0,7
25,Milva,Blue,0,7
26,Blue,Cahir,0,7
27,Blue,Milva,0,7
28,King,Dandelion,0,7
29,Geralt,Two,0,7
30,Ciri,Dandelion,0,7
31,Geralt,Ethain,0,7
32,Ethain,Cahir,0,7
33,Ethain,Dandelion,0,7
34,Dandelion,Zoltan,0,7
35,Cahir,Zoltan,0,7
36,Zoltan,Geralt,0,7
37,Geralt,Zoltan,0,7
38,Zoltan,Ciri,0,7
39,Ciri,Zoltan,0,7
40,Ciri,Geralt,0,7
41,Zoltan,Milva,0,7
42,Zoltan,Dandelion,0,7
43,Cahir,Vissegerd,0,7
44,Vissegerd,Geralt,0,7
45,Geralt,Vesemir,0,7
46,Geralt,Dyffryn,0,7
47,Vesemir,Dandelion,0,7
48,Vesemir,Cahir,0,7
49,Vesemir,Dyffryn,0,7
50,Dandelion,Dyffryn,0,7
51,Cahir,Dyffryn,0,7
52,Dyffryn,Dandelion,0,7
53,Cahir,Roach,0,7
54,Milva,Roach,0,7
55,Cahir,Two,0,7
56,Geralt,Roach,0,7
57,Dandelion,Roach,0,7
58,Roach,Dandelion,0,7
59,Roach,Milva,0,7
60,Meve,Geralt,0,7
61,Geralt,Meve,0,7
62,Meve,Milva,0,7
63,Milva,Meve,0,7
